pick,pick,natural,natural
Abyssal Wrath,Ice,269,9
Blizzard Strike,Ice,768,862
Ice Shard,Darkness,941,389
Dark Eclipse,Storm,252,902
Hurricane Call,Darkness,637,471
Thunder Crash,Storm,465,286
Nightmare Curse,Storm,959,639
Blizzard Strike,Ice,232,50
Dark Eclipse,Darkness,865,351
Blizzard Strike,Storm,461,187
Glacial Spike,Ice,781,488
Lightning Bolt,Storm,255,383
Frostbite,Storm,567,852
Hurricane Call,Storm,836,280
Absolute Zero,Ice,999,823
Lightning Bolt,Darkness,147,693
Dark Eclipse,Storm,76,465
Infinite Darkness,Storm,164,437
Blizzard Strike,Darkness,199,719
Frozen Prison,Ice,386,615
Ice Shard,Ice,554,618
Frostbite,Darkness,29,574
Abyssal Wrath,Ice,591,341
Void Strike,Ice,399,548
Blizzard Strike,Storm,525,909
Infinite Darkness,Storm,904,70
Glacial Spike,Storm,109,470
Chain Lightning,Ice,837,727
Dark Eclipse,Darkness,449,671
Chain Lightning,Storm,559,254
Ice Shard,Ice,565,15
Chain Lightning,Darkness,959,168
Ice Shard,Ice,710,633
Glacial Spike,Darkness,410,635
Ice Shard,Darkness,897,26
Nightmare Curse,Darkness,683,214
Void Strike,Ice,30,545
Dark Eclipse,Ice,860,443
Absolute Zero,Darkness,529,267
Abyssal Wrath,Storm,348,884
Thunderstorm,Ice,920,569
Blizzard Strike,Storm,979,913
Void Strike,Darkness,770,525
Infinite Darkness,Storm,724,539
Infinite Darkness,Ice,825,562
Thunder Crash,Darkness,522,414
Glacial Spike,Darkness,648,769
Frozen Prison,Darkness,715,523
Storm Surge,Ice,771,205
Chain Lightning,Storm,344,796
Infinite Darkness,Storm,50,568
Chain Lightning,Ice,575,230
Storm Surge,Storm,369,825
Hurricane Call,Darkness,1,964
Chain Lightning,Ice,536,724
Ice Age,Storm,21,881
Ice Age,Storm,247,22
Infinite Darkness,Darkness,850,657
Tempest Fury,Darkness,914,674
Ice Age,Darkness,656,14
Ice Shard,Ice,223,271
Frostbite,Darkness,101,60
Thunderstorm,Ice,387,491
Dark Nova,Ice,749,499
Lightning Bolt,Darkness,657,59
Infinite Darkness,Ice,824,89
Abyssal Wrath,Ice,716,788
Ice Shard,Ice,395,41
Dark Nova,Storm,892,119
Ice Shard,Storm,638,970
Thunderstorm,Storm,29,906
Glacial Spike,Darkness,465,388
Lightning Bolt,Storm,92,26
Lightning Bolt,Darkness,68,66
Frostbite,Ice,488,79
Lightning Bolt,Ice,122,313
Dark Nova,Ice,533,224
Frostbite,Storm,252,939
Void Strike,Storm,907,166
Thunderstorm,Storm,713,510
Dark Nova,Darkness,631,720
Thunder Crash,Darkness,401,452
Dark Nova,Storm,767,469
Winter's Wrath,Darkness,256,210
Frozen Prison,Storm,678,883
Dark Nova,Storm,543,458
Chain Lightning,Darkness,556,725
Glacial Spike,Darkness,337,457
Blizzard Strike,Darkness,941,928
Chain Lightning,Storm,214,481
Abyssal Wrath,Darkness,139,306
Glacial Spike,Ice,510,940
Ice Shard,Storm,746,507
Thunderstorm,Darkness,772,840
Dark Eclipse,Ice,594,337
Storm Surge,Ice,43,366
Winter's Wrath,Darkness,865,384
Thunderstorm,Storm,115,641
Chain Lightning,Storm,586,95
Dark Nova,Storm,155,118
Lightning Bolt,Darkness,924,89
Ice Shard,Darkness,500,973
Abyssal Wrath,Ice,546,820
Lightning Bolt,Darkness,114,950
Dark Eclipse,Darkness,910,297
Nightmare Curse,Darkness,292,507
Dark Eclipse,Darkness,432,650
Abyssal Wrath,Ice,901,442
Nightmare Curse,Darkness,339,127
Frostbite,Darkness,321,609
Frostbite,Ice,123,977
Infinite Darkness,Ice,171,569
Ice Age,Storm,0,877
Lightning Bolt,Storm,290,610
Frostbite,Storm,940,507
Storm Surge,Ice,93,845
Tempest Fury,Storm,664,560
Shadow Veil,Darkness,553,788
Thunder Crash,Storm,567,760
Tempest Fury,Ice,282,424
Nightmare Curse,Storm,559,531
Ice Age,Darkness,746,349
Ice Shard,Ice,329,384
Hurricane Call,Ice,770,9
Frostbite,Darkness,982,986
Blizzard Strike,Darkness,68,335
Frostbite,Darkness,522,981
Void Strike,Darkness,202,254
Dark Eclipse,Ice,504,734
Frozen Prison,Ice,602,318
Tempest Fury,Storm,124,788
Dark Nova,Storm,722,354
Ice Shard,Ice,53,553
Winter's Wrath,Ice,841,158
Frostbite,Storm,453,67
Tempest Fury,Ice,553,33
Ice Age,Ice,979,339
Lightning Bolt,Ice,278,654
Storm Surge,Darkness,554,768
Hurricane Call,Storm,842,248
Blizzard Strike,Ice,315,891
Nightmare Curse,Storm,886,357
Blizzard Strike,Darkness,414,729
Ice Shard,Storm,887,983
Winter's Wrath,Darkness,795,508
Dark Nova,Storm,430,958
Thunderstorm,Darkness,527,866
Winter's Wrath,Ice,412,924
Infinite Darkness,Storm,297,424
Void Strike,Darkness,467,726
Chain Lightning,Darkness,295,422
Glacial Spike,Darkness,205,434
Shadow Veil,Storm,208,464
Thunderstorm,Ice,101,192
Abyssal Wrath,Darkness,433,49
Thunderstorm,Storm,229,247
Dark Nova,Darkness,519,809
Chain Lightning,Storm,391,610
Ice Age,Darkness,903,283
Frostbite,Storm,449,918
Lightning Bolt,Ice,121,827
Ice Shard,Darkness,35,603
Dark Eclipse,Ice,136,210
Thunder Crash,Ice,69,437
Blizzard Strike,Storm,99,427
Absolute Zero,Darkness,254,560
Infinite Darkness,Ice,718,717
Dark Eclipse,Ice,407,44
Hurricane Call,Darkness,410,311
Dark Eclipse,Darkness,734,246
Frostbite,Darkness,198,844
Storm Surge,Storm,976,411
Lightning Bolt,Storm,4,880
Shadow Veil,Storm,275,185
Ice Shard,Storm,970,297
Lightning Bolt,Ice,777,840
Nightmare Curse,Ice,12,185
Shadow Veil,Storm,852,206
Infinite Darkness,Darkness,186,268
Thunderstorm,Ice,990,956
Glacial Spike,Darkness,67,645
Lightning Bolt,Storm,100,385
Chain Lightning,Ice,414,83
Blizzard Strike,Ice,354,676
Dark Eclipse,Darkness,619,940
Glacial Spike,Storm,921,257
Glacial Spike,Storm,107,822
Tempest Fury,Ice,158,743
Lightning Bolt,Ice,615,384
Ice Shard,Darkness,46,727
Lightning Bolt,Storm,579,208
Thunder Crash,Ice,833,387
Dark Eclipse,Ice,15,334
Dark Nova,Darkness,94,25
Nightmare Curse,Storm,395,161
Dark Nova,Storm,546,405
Thunderstorm,Storm,822,744
Frostbite,Ice,511,609
Blizzard Strike,Ice,334,819
Hurricane Call,Storm,32,957
Winter's Wrath,Ice,799,812
Nightmare Curse,Ice,546,45
Tempest Fury,Storm,200,206
Frostbite,Storm,286,490
Dark Eclipse,Storm,860,412
Dark Nova,Ice,211,847
Frostbite,Ice,911,343
Chain Lightning,Darkness,254,420
Lightning Bolt,Ice,480,390
Chain Lightning,Ice,982,314
Ice Shard,Ice,545,41
Ice Age,Ice,821,114
Nightmare Curse,Darkness,440,312
Blizzard Strike,Storm,166,897
Infinite Darkness,Ice,400,358
Absolute Zero,Ice,711,181
Frozen Prison,Darkness,600,865
Frostbite,Storm,230,43
Thunderstorm,Ice,380,993
Ice Shard,Darkness,864,158
Nightmare Curse,Storm,686,698
Dark Nova,Storm,298,88
Abyssal Wrath,Storm,811,425
Nightmare Curse,Ice,179,776
Frostbite,Ice,599,349
Winter's Wrath,Ice,642,14
Winter's Wrath,Storm,15,462
Hurricane Call,Storm,79,369
Absolute Zero,Ice,115,902
Chain Lightning,Storm,226,471
Frozen Prison,Storm,525,7
Lightning Bolt,Storm,463,661
Winter's Wrath,Ice,703,546
Frozen Prison,Darkness,375,469
Frozen Prison,Darkness,180,475
Infinite Darkness,Ice,317,746
Thunder Crash,Storm,116,70
Storm Surge,Darkness,525,806
Winter's Wrath,Darkness,376,231
Abyssal Wrath,Storm,152,389
Infinite Darkness,Storm,430,26
Ice Shard,Ice,413,941
Frostbite,Ice,419,819
Ice Age,Storm,657,391
Thunder Crash,Storm,949,395
Ice Shard,Ice,201,880
Infinite Darkness,Storm,279,145
Chain Lightning,Storm,429,203
Abyssal Wrath,Darkness,312,28
Frozen Prison,Storm,786,515
Frozen Prison,Ice,311,706
Absolute Zero,Storm,171,886
Dark Nova,Darkness,420,779
Glacial Spike,Darkness,532,783
Dark Eclipse,Storm,753,535
Dark Nova,Darkness,576,81
Thunder Crash,Storm,349,591
Thunderstorm,Storm,238,299
Chain Lightning,Darkness,144,1
Glacial Spike,Storm,581,85
Hurricane Call,Storm,0,201
Abyssal Wrath,Darkness,184,374
Infinite Darkness,Ice,819,493
Dark Nova,Ice,639,142
Absolute Zero,Darkness,874,691
Nightmare Curse,Storm,623,995
Nightmare Curse,Darkness,286,104
Winter's Wrath,Darkness,354,243
Tempest Fury,Darkness,3,495
Frozen Prison,Ice,828,716
Frostbite,Darkness,712,364
Nightmare Curse,Ice,688,694
Frostbite,Storm,520,348
Tempest Fury,Darkness,318,921
Ice Age,Ice,339,141
Chain Lightning,Darkness,314,397
Absolute Zero,Darkness,566,581
Abyssal Wrath,Ice,435,700
Abyssal Wrath,Darkness,382,98
Storm Surge,Ice,519,167
Tempest Fury,Ice,591,982
Lightning Bolt,Darkness,203,692
Ice Shard,Storm,369,721
Shadow Veil,Darkness,481,625
Thunderstorm,Darkness,529,270
Infinite Darkness,Darkness,348,118
Frozen Prison,Ice,41,53
Ice Age,Storm,80,819
Hurricane Call,Darkness,699,706
Thunderstorm,Darkness,604,929
Frostbite,Darkness,881,151
Frozen Prison,Ice,170,849
Blizzard Strike,Ice,70,685
Abyssal Wrath,Ice,8,157
Abyssal Wrath,Storm,400,871
Frozen Prison,Storm,340,792
Ice Shard,Ice,797,149
Thunderstorm,Darkness,789,82
Abyssal Wrath,Darkness,229,632
Chain Lightning,Ice,491,338
Dark Nova,Darkness,873,527
Absolute Zero,Storm,225,378
Thunderstorm,Darkness,683,350
Nightmare Curse,Ice,217,21
Thunder Crash,Storm,212,172
Chain Lightning,Darkness,641,414
Lightning Bolt,Darkness,709,156
Lightning Bolt,Storm,656,382
Winter's Wrath,Storm,781,463
Glacial Spike,Darkness,916,535
Winter's Wrath,Darkness,199,33
Storm Surge,Storm,825,994
Winter's Wrath,Ice,345,160
Lightning Bolt,Darkness,125,630
Lightning Bolt,Ice,680,306
Infinite Darkness,Ice,613,167
Frostbite,Storm,233,328
Frozen Prison,Storm,419,681
Blizzard Strike,Ice,565,60
Ice Age,Ice,932,236
Void Strike,Storm,224,599
Glacial Spike,Ice,627,243
Shadow Veil,Ice,853,856
Infinite Darkness,Darkness,924,988
Winter's Wrath,Storm,914,136
Ice Shard,Ice,39,267
Thunder Crash,Ice,656,494
Abyssal Wrath,Ice,371,583
Frozen Prison,Storm,937,1000
Lightning Bolt,Storm,277,773
Lightning Bolt,Darkness,267,80
Tempest Fury,Ice,454,219
Chain Lightning,Storm,879,286
Thunder Crash,Darkness,346,107
Storm Surge,Storm,992,976
Storm Surge,Storm,5,195
Infinite Darkness,Darkness,75,856
Chain Lightning,Darkness,884,550
Storm Surge,Ice,173,275
Lightning Bolt,Ice,231,155
Shadow Veil,Darkness,929,514
Nightmare Curse,Darkness,171,690
Ice Shard,Ice,41,455
Glacial Spike,Storm,354,176
Lightning Bolt,Storm,865,769
Void Strike,Storm,72,473
Dark Nova,Storm,907,749
Frozen Prison,Storm,601,886
Abyssal Wrath,Storm,405,103
Shadow Veil,Darkness,827,283
Shadow Veil,Ice,922,943
Dark Nova,Ice,788,422
Hurricane Call,Ice,138,277
Chain Lightning,Storm,929,729
Frostbite,Darkness,758,324
Dark Nova,Storm,446,999
Chain Lightning,Storm,117,102
Storm Surge,Ice,524,197
Tempest Fury,Storm,532,139
Chain Lightning,Storm,901,510
Tempest Fury,Ice,837,359
Storm Surge,Storm,757,946
Storm Surge,Ice,396,955
Absolute Zero,Ice,349,778
Frostbite,Darkness,0,539
Dark Eclipse,Storm,326,761
Ice Shard,Darkness,948,579
Thunder Crash,Darkness,275,483
Hurricane Call,Darkness,50,910
Thunderstorm,Storm,124,659
Winter's Wrath,Ice,456,563
Hurricane Call,Storm,533,353
Abyssal Wrath,Ice,865,335
Infinite Darkness,Storm,942,668
Infinite Darkness,Storm,573,777
Dark Eclipse,Ice,818,381
Lightning Bolt,Storm,704,0
Chain Lightning,Darkness,492,932
Thunder Crash,Darkness,541,451
Winter's Wrath,Storm,726,79
Blizzard Strike,Darkness,268,150
Chain Lightning,Ice,158,940
Nightmare Curse,Storm,69,216
Frostbite,Storm,441,823
Frostbite,Darkness,859,934
Chain Lightning,Ice,72,741
Nightmare Curse,Darkness,387,847
Infinite Darkness,Darkness,284,340
Tempest Fury,Storm,528,506
Absolute Zero,Darkness,950,4
Ice Age,Darkness,839,123
Chain Lightning,Darkness,717,156
Shadow Veil,Darkness,788,459
Thunder Crash,Storm,95,987
Winter's Wrath,Ice,93,233
Chain Lightning,Ice,763,660
Frozen Prison,Ice,308,63
Frozen Prison,Storm,671,788
Ice Age,Darkness,578,276
Lightning Bolt,Ice,280,72
Tempest Fury,Storm,568,411
Dark Eclipse,Darkness,980,297
Blizzard Strike,Ice,365,515
Chain Lightning,Ice,985,612
Frozen Prison,Darkness,194,920
Thunder Crash,Darkness,904,862
Abyssal Wrath,Darkness,546,837
Ice Shard,Ice,561,598
Winter's Wrath,Ice,726,308
Dark Nova,Darkness,216,773
Blizzard Strike,Storm,649,378
Frostbite,Ice,345,734
Absolute Zero,Ice,152,651
Dark Eclipse,Storm,614,869
Frozen Prison,Ice,245,833
Infinite Darkness,Storm,230,45
Hurricane Call,Storm,217,15
Chain Lightning,Ice,42,115
Glacial Spike,Darkness,802,470
Chain Lightning,Storm,232,848
Chain Lightning,Storm,722,795
Void Strike,Ice,113,469
Tempest Fury,Ice,764,407
Infinite Darkness,Darkness,808,765
Lightning Bolt,Ice,892,534
Frostbite,Storm,409,733
Ice Shard,Darkness,627,854
Frozen Prison,Storm,54,494
Frostbite,Darkness,215,606
Glacial Spike,Storm,678,955
Infinite Darkness,Darkness,217,927
Thunder Crash,Darkness,898,499
Thunderstorm,Ice,465,434
Ice Shard,Ice,12,661
Shadow Veil,Storm,42,958
Winter's Wrath,Ice,493,75
Nightmare Curse,Ice,333,961
Infinite Darkness,Ice,343,172
Tempest Fury,Darkness,364,751
Shadow Veil,Darkness,647,757
Void Strike,Ice,954,765
Ice Age,Storm,258,340
Storm Surge,Darkness,789,554
Absolute Zero,Darkness,523,120
Frostbite,Ice,417,415
Nightmare Curse,Darkness,684,786
Abyssal Wrath,Storm,392,892
Lightning Bolt,Storm,269,370
Thunder Crash,Ice,521,728
Blizzard Strike,Darkness,468,566
Dark Nova,Storm,946,844
Tempest Fury,Storm,700,453
Dark Nova,Darkness,933,960
Thunder Crash,Ice,854,475
Abyssal Wrath,Ice,143,485
Shadow Veil,Darkness,933,881
Chain Lightning,Ice,942,530
Storm Surge,Darkness,447,732
Frostbite,Storm,961,528
Glacial Spike,Ice,699,720
Storm Surge,Darkness,775,20
Infinite Darkness,Storm,309,443
Blizzard Strike,Ice,553,157
Dark Eclipse,Darkness,220,705
Winter's Wrath,Storm,633,737
Shadow Veil,Storm,531,651
Infinite Darkness,Darkness,306,557
Frostbite,Ice,421,416
Winter's Wrath,Storm,887,434
Lightning Bolt,Storm,980,139
Ice Shard,Storm,606,321
Infinite Darkness,Storm,669,217
Winter's Wrath,Darkness,236,58
Thunder Crash,Darkness,601,16
Frostbite,Storm,284,454
Chain Lightning,Ice,806,684
Chain Lightning,Ice,431,820
Dark Eclipse,Ice,830,855
Lightning Bolt,Storm,237,190
Void Strike,Ice,544,490
Glacial Spike,Ice,135,185
Chain Lightning,Darkness,449,440
Chain Lightning,Ice,617,289
Nightmare Curse,Darkness,258,143
Shadow Veil,Storm,120,736
Void Strike,Ice,539,203
Shadow Veil,Darkness,926,432
Storm Surge,Storm,45,147
Dark Nova,Ice,867,263
Infinite Darkness,Darkness,437,455
Nightmare Curse,Ice,309,981
Frozen Prison,Ice,970,537
Glacial Spike,Darkness,140,835
Ice Shard,Storm,830,184
Frostbite,Darkness,114,714
Ice Age,Darkness,432,745
Abyssal Wrath,Storm,820,282
Frostbite,Storm,939,533
Frozen Prison,Darkness,560,261
Glacial Spike,Darkness,562,920
Ice Age,Storm,605,999
Dark Nova,Darkness,484,953
Thunderstorm,Ice,590,468
Infinite Darkness,Ice,399,51
Void Strike,Ice,445,292
Abyssal Wrath,Darkness,917,570
Thunderstorm,Darkness,809,255
Ice Shard,Storm,636,348
Tempest Fury,Storm,460,310
Chain Lightning,Darkness,944,249
Shadow Veil,Ice,412,901
Infinite Darkness,Darkness,138,747
Absolute Zero,Darkness,399,275
Winter's Wrath,Ice,624,775
Frozen Prison,Storm,65,710
Chain Lightning,Ice,18,755
Void Strike,Storm,216,151
Lightning Bolt,Ice,489,280
Chain Lightning,Ice,542,688
Chain Lightning,Ice,52,516
Glacial Spike,Ice,569,498
Absolute Zero,Darkness,541,869
Infinite Darkness,Storm,632,5
Ice Shard,Storm,594,145
Frostbite,Storm,66,519
Ice Age,Darkness,304,810
Hurricane Call,Darkness,797,996
Chain Lightning,Darkness,230,127
Void Strike,Ice,270,837
Absolute Zero,Darkness,333,882
Absolute Zero,Darkness,423,671
Dark Nova,Ice,900,425
Winter's Wrath,Darkness,330,891
Hurricane Call,Ice,144,739
Lightning Bolt,Storm,566,471
Blizzard Strike,Storm,724,616
Thunder Crash,Storm,690,556
Ice Age,Darkness,85,886
Tempest Fury,Storm,336,373
Tempest Fury,Darkness,133,735
Void Strike,Ice,494,268
Abyssal Wrath,Storm,410,798
Hurricane Call,Darkness,379,284
Shadow Veil,Ice,704,719
Nightmare Curse,Darkness,665,886
Void Strike,Darkness,550,38
Frozen Prison,Ice,806,985
Dark Nova,Storm,673,912
Thunderstorm,Darkness,392,635
Infinite Darkness,Storm,720,917
Nightmare Curse,Darkness,216,769
Frozen Prison,Ice,317,930
Tempest Fury,Darkness,418,738
Frostbite,Darkness,672,652
Dark Nova,Ice,551,680
Hurricane Call,Ice,565,907
Thunder Crash,Ice,920,177
Shadow Veil,Storm,420,245
Shadow Veil,Ice,369,619
Storm Surge,Ice,230,179
Void Strike,Ice,116,822
Void Strike,Storm,640,301
Ice Age,Storm,566,758
Storm Surge,Storm,586,831
Chain Lightning,Darkness,490,450
Ice Age,Storm,874,59
Dark Nova,Ice,623,608
Frozen Prison,Ice,941,275
Dark Nova,Storm,643,537
Frostbite,Ice,695,495
Tempest Fury,Storm,19,503
Dark Eclipse,Darkness,757,905
Thunderstorm,Storm,337,638
Shadow Veil,Storm,329,870
Chain Lightning,Darkness,501,13
Absolute Zero,Ice,693,916
Frostbite,Storm,15,360
Absolute Zero,Darkness,771,962
Ice Shard,Darkness,604,35
Blizzard Strike,Storm,749,862
Glacial Spike,Ice,443,898
Tempest Fury,Storm,593,281
Nightmare Curse,Storm,88,167
Abyssal Wrath,Ice,866,51
Shadow Veil,Darkness,926,949
Absolute Zero,Ice,856,268
Dark Eclipse,Darkness,111,510
Infinite Darkness,Ice,904,1000
Thunder Crash,Storm,187,865
Shadow Veil,Ice,883,449
Thunderstorm,Darkness,568,303
Nightmare Curse,Storm,854,721
Shadow Veil,Storm,663,641
Shadow Veil,Storm,442,219
Frozen Prison,Storm,930,900
Ice Age,Storm,392,330
Ice Shard,Darkness,339,729
Shadow Veil,Darkness,288,222
Frostbite,Darkness,709,678
Winter's Wrath,Ice,151,411
Lightning Bolt,Storm,220,160
Shadow Veil,Darkness,189,678
Dark Eclipse,Storm,167,771
Tempest Fury,Ice,191,407
Ice Age,Darkness,165,606
Abyssal Wrath,Darkness,645,237
Infinite Darkness,Storm,98,989
Dark Eclipse,Ice,280,337
Thunder Crash,Ice,742,769
Chain Lightning,Storm,430,744
Void Strike,Storm,241,135
Lightning Bolt,Storm,587,199
Blizzard Strike,Ice,774,421
Chain Lightning,Ice,188,584
Nightmare Curse,Ice,122,896
Ice Shard,Storm,973,773
Blizzard Strike,Darkness,461,139
Shadow Veil,Ice,90,414
Chain Lightning,Darkness,396,870
Winter's Wrath,Darkness,507,856
Thunder Crash,Darkness,401,169
Chain Lightning,Storm,598,879
Absolute Zero,Storm,235,327
Ice Shard,Darkness,929,996
Infinite Darkness,Darkness,31,430
Void Strike,Ice,935,84
Frostbite,Darkness,760,261
Absolute Zero,Darkness,143,427
Abyssal Wrath,Storm,888,594
Absolute Zero,Storm,61,134
Dark Eclipse,Darkness,82,776
Void Strike,Darkness,202,148
Ice Age,Darkness,900,835
Ice Age,Storm,741,116
Storm Surge,Darkness,976,999
Blizzard Strike,Storm,313,248
Storm Surge,Storm,662,189
Ice Shard,Ice,280,788
Blizzard Strike,Storm,773,482
Lightning Bolt,Ice,374,670
Ice Shard,Darkness,701,431
Frostbite,Ice,51,61
Thunderstorm,Storm,679,383
Frostbite,Storm,475,841
Nightmare Curse,Darkness,169,914
Blizzard Strike,Ice,295,333
Infinite Darkness,Darkness,274,917
Dark Nova,Darkness,195,934
Tempest Fury,Storm,338,465
Dark Nova,Storm,658,523
Storm Surge,Storm,547,641
Absolute Zero,Darkness,893,964
Void Strike,Ice,736,416
Lightning Bolt,Ice,960,856
Void Strike,Darkness,113,840
Storm Surge,Darkness,79,295
Dark Eclipse,Storm,974,720
Glacial Spike,Ice,307,673
Infinite Darkness,Darkness,157,313
Glacial Spike,Ice,266,859
Frostbite,Ice,937,356
Void Strike,Storm,898,417
Storm Surge,Darkness,548,261
Ice Age,Darkness,362,422
Blizzard Strike,Storm,72,364
Tempest Fury,Ice,551,828
Blizzard Strike,Darkness,363,306
Storm Surge,Storm,353,573
Frostbite,Ice,885,930
Lightning Bolt,Storm,245,789
Glacial Spike,Storm,29,19
Abyssal Wrath,Darkness,134,531
Nightmare Curse,Darkness,280,135
Glacial Spike,Darkness,749,401
Blizzard Strike,Storm,406,453
Dark Eclipse,Ice,715,478
Thunderstorm,Darkness,241,774
Absolute Zero,Storm,3,959
Chain Lightning,Darkness,497,928
Thunder Crash,Storm,747,477
Thunder Crash,Darkness,384,936
Hurricane Call,Ice,490,888
Frozen Prison,Ice,45,485
Glacial Spike,Darkness,117,415
Thunderstorm,Storm,586,53
Winter's Wrath,Storm,258,448
Void Strike,Storm,363,803
Nightmare Curse,Darkness,173,356
Chain Lightning,Darkness,984,969
Winter's Wrath,Storm,719,601
Ice Age,Storm,720,310
Storm Surge,Storm,63,516
Infinite Darkness,Darkness,953,483
Void Strike,Storm,894,356
Thunder Crash,Storm,459,744
Frozen Prison,Darkness,289,189
Lightning Bolt,Darkness,217,324
Abyssal Wrath,Storm,638,481
Absolute Zero,Darkness,896,882
Winter's Wrath,Storm,793,182
Infinite Darkness,Ice,762,746
Chain Lightning,Ice,557,587
Winter's Wrath,Storm,741,666
Infinite Darkness,Darkness,754,851
Hurricane Call,Ice,763,664
Winter's Wrath,Ice,258,122
Chain Lightning,Ice,487,234
Blizzard Strike,Darkness,659,328
Winter's Wrath,Storm,873,277
Lightning Bolt,Darkness,745,427
Blizzard Strike,Ice,720,289
Shadow Veil,Darkness,879,464
Dark Nova,Storm,18,96
Ice Age,Darkness,837,825
Thunderstorm,Storm,630,284
Absolute Zero,Ice,910,749
Winter's Wrath,Storm,632,67
Dark Eclipse,Storm,206,469
Infinite Darkness,Darkness,353,306
